0,1,2,3,4,5,6,7,8,9,10,11,12,13,types
-5780.6723143276495,-13.142345504334207,272.02549158619746,105.82563505224655,-113.06339704819787,64.91585484101661,20.762981089929518,47.66814824113745,43.55009422378821,-3.5038070399297903,7.8879349366754505,-5.984091156094113,0.5655222093946594,-0.6515668183371699,1
23648.94449911418,-204.86188216985192,133.15847364039053,-30.494388541696857,-14.265260093286722,-8.751050371348938,13.368091728527643,6.179063723840824,-8.966216978955604,-19.277450862537915,-5.67097939136328,-6.530755764032202,-1.9627411571412898,-2.289558395240942,1
9746.79611681511,219.20970830506693,-12.86793710838541,-3.293446947729024,6.374703620339279,-10.65478984840971,-5.312234519534603,-26.286549764653152,19.029867518362643,-16.971616230478073,1.9667281566461285,1.1029293997304859,2.829163388812542,4.992997758577044,1
-29155.560082356722,-181.87203736546576,-143.06556329079777,302.27414133759646,1.8664380274649248,-13.337680910504194,-97.73631186180951,0.7001797616689688,-18.81947819566562,-39.502359439819124,7.728957263180862,-10.606927119971047,-1.9320958657529794,2.7710039307278547,1
11133.719505330722,457.0050893511495,180.18255905361548,-25.157944810057117,23.250129527546708,-36.94687880847426,-25.04760327241177,3.0902921634709726,21.54644279553466,38.39764803656137,-5.507481557495751,4.0510328192668394,-1.1944256020717516,0.16179473483146248,1
19765.55748688416,-205.9549190501408,-128.1911211501302,-21.860980785910275,-40.57537250680467,-14.406088484690686,-6.9754815541716795,13.970244969510826,2.0454967654289726,-12.6944580523919,-5.6401331198619244,-8.532633548767729,-0.9417986202869219,-1.3856988061747022,1
-32329.30457572454,-478.76757740677004,118.17052814807228,-151.9323612184848,53.528332221802515,-49.66998190622381,-25.764125935690114,-29.76931049356508,15.062003168430076,-11.32108325966541,-1.2091244710688516,-9.033278805043796,-3.459274781899727,-2.5189652219792196,1
16115.855376758542,405.37484928056335,351.7264038862527,-34.29700952985698,38.57352677066815,-23.133864065946298,-24.091483277854408,-3.127758049360965,40.83481478231952,4.064172470224302,0.4617819364390488,-1.4954286512596726,1.9237804111739922,-1.8087805649003823,1
18882.967435657763,132.8461907963417,707.5222710586698,-21.544279239095648,19.482784878298087,7.354476232602016,17.23082390935228,9.596780987629359,10.600921677338379,11.139238260361685,5.886256648957317,7.54603671491014,-5.604977101626898,-0.6538942691615056,1
23240.714003322675,-214.2841492357932,35.225052288675506,-16.378083629881736,-16.08869822960125,-10.216154646456458,6.292466246174872,-13.435486181898368,-3.1993792092610183,-0.8085301912019416,-4.678158012488338,-1.1587008730210557,-3.2118635628598216,0.7769926295813936,1
-31825.183006030642,-297.54165585298733,446.11125915428585,-128.87872251487792,89.65161759488768,-1.6972935372119473,1.0887439531942549,-31.36940224377721,4.714459297607461,8.61038313311027,15.710289472682954,-5.318402497547932,3.2622109721688215,2.49860971957951,1
8225.952536221203,434.7367526569816,596.3208344721205,-16.342307821899027,51.05096297376525,30.632491114008875,5.631967703221244,-21.836745437283074,33.34230412639201,-11.235601517451773,2.730033052830979,3.2265692500550003,-2.761749659823079,-3.5174677194083146,1
-561.0695006044965,166.71057553388556,17.636144978747563,-18.241207745398974,-19.993485363810958,37.92280677793749,43.62732391290182,-19.68139287991049,-17.3837589301895,-6.036881071485088,4.091848198832757,-5.019085440105619,7.082653328021407,-0.0723220113058223,1
15215.698743862287,-145.6148246539274,-65.41209163615584,-1.8774549100342484,-40.48324131149704,3.221152938799775,27.69778604449195,-26.22615877487044,3.326808433335693,-4.140305451285658,1.4499823139034402,0.7136080971817068,-2.8323621642909784,1.7473851025287186,1
-31855.876356249337,-351.6615353149238,71.47675431558908,-152.1215401728413,20.662071402347923,13.766663129369743,-11.907030877368955,-18.79371443779295,14.632089502950066,-9.64236595077274,-3.408698129504066,-7.076415894592422,-1.2453362624912827,1.3883589695153995,1
18307.386911873324,18.911919149709753,1012.3050058556167,369.1944637688862,24.815927888488886,-20.793161263943144,17.43006109657295,49.53722978472212,6.8641582828512595,15.865347047083523,-3.3891381343431264,10.070491567092953,-7.8459033671205916,-2.6142806829692153,1
24725.478886551628,-90.30153553639606,160.22848036381396,-17.795895751338467,-1.965822065770858,-33.73678797562345,-11.320651287989886,-16.97665164073597,13.942408755507554,-11.438039457031683,-1.052858753707382,3.5759330284906885,-1.7878795096422175,1.6174529146891854,1
13231.217197118498,-18.50765461039215,55.617124005607586,-10.068148151503587,-6.569639102727663,20.444002107420086,19.593344430220338,-19.47371987421149,-1.373983831181726,-3.186754149706596,-8.735556861903367,-1.476385335928798,0.04534039751975546,0.5987334778950136,1
7602.262867682896,379.34392267666476,-32.89468556228586,-10.015859236030742,19.724018868711013,-11.526536725542773,-14.92468817380243,-8.545930561581661,17.73454520606171,14.377725522899613,4.002804632346334,-5.711869294170421,0.8244358817707417,-1.2183591392072814,1
-1395.2825348139565,467.5650384828138,-85.87455775649407,-6.949830909141288,31.917790421365186,20.924020870218705,-46.50885892406416,5.435685864940484,17.523464605084563,10.261585215299732,5.278802915011846,-14.980409570801042,-4.270402196311762,-4.782921639392453,1
14220.327390355436,-141.00181449662378,-1.5731312070735695,-6.496064400667826,-42.864754882011454,-15.610319578244033,-7.503868892704483,-6.260616388436328,0.3047554795743939,-12.38988683564685,-1.2447789465717065,-14.26695555550252,-1.4971854942436005,-0.9159883000749808,1
21186.453275099506,-193.22144318008495,347.7699373266962,-15.230280650202186,-2.938347124976469,2.4650409392234094,-12.868136900965679,-11.740163871800476,-2.6363509769842826,-0.7616226119974452,-7.737060487530787,2.7378508503858954,3.753967637319076,1.620580337134445,1
6013.348767142412,90.70969331011904,74.47502575029456,-12.647689403221694,-13.240244476060536,36.09799184981099,35.8386010890311,-23.248334011647554,-1.8900668539771421,-8.311758997561007,-5.7999220475321325,-5.5823505278678685,-3.6735241075805174,-1.3578821640824954,1
14904.547164458134,22.027982914263315,376.8736805574931,-18.677555720422898,2.9294084299331837,24.01017484311193,26.405868463761596,-8.879802216741558,0.8371869022439928,-1.9069025345933155,4.506667537976167,0.04028697469274689,-4.696651966342163,-1.480775616803736,1
13991.278444490035,107.64155289828149,-16.626770620784274,-14.62704281407394,15.879125620653756,19.423163921713797,1.5042547763604042,-9.973209170434492,12.93924053378212,-2.4209078074794257,0.33160287976365194,-3.6280028701555613,-0.5341326412625249,0.13943680065012948,1
28106.655125200683,-114.7404494500757,462.7654474083123,-32.58847372675532,-2.0409943140718934,-50.44966043924711,-6.529641936827886,18.8902347902945,-12.374984381477939,10.776730439032907,-1.8495143146171775,3.6952482977267507,0.5635903428927598,0.1931845843885586,1
